X,Y,OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME
-8600955.95,4712781.0147,127,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f026abc5-d24a-4d94-b5f3-6dea12d500d3,125,WOTR,Wolf Trap National Park for the Performing Arts,2004/11/03 00:00:00+00,VA,NC,1888974,Other Designation,Lands,Wolf Trap NP for the Performing Arts
-8575670.1951,4706920.9464,128,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,b949348f-59b4-4e69-9238-1fedab472a18,126,WHHO,White House,2010/05/28 00:00:00+00,DC,NC,2733430,Other Designation,Lands,President's Park (White House)
-8782294.2323,4874313.4939,129,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,4c04d5e1-148d-4f9f-9f5c-b3f71348b2b5,127,FLNI,Flight 93 National Memorial,2013/02/05 00:00:00+00,PA,NE,1986830,National Memorial,Lands,Flight 93
-8740591.6815,4928864.5199,130,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,cb92cc17-81ef-49c3-b3f1-55c1c96ffa89,128,ALPO,Allegheny Portage Railroad National Historic Site,2014/08/04 00:00:00+00,PA,NE,1214216,National Historic Site,Lands,Allegheny Portage Railroad
-8859779.3063,4838539.9319,131,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,6850e607-097a-4389-8944-89893bcf4363,129,FONE,Fort Necessity National Battlefield,2013/09/24 00:00:00+00,PA,NE,1193713,National Battlefield,Lands,Fort Necessity
-8769027.8322,4916483.3967,132,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,b7e4b8e3-10b4-42ef-a4a9-5a07bcb77b11,130,JOFL,Johnstown Flood National Memorial,2012/08/28 00:00:00+00,PA,NE,1200751,National Memorial,Lands,Johnstown Flood
-9181715.8094,4299089.35,133,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,3adaae45-4917-4d95-a714-2104983116df,132,APPA,Appalachian National Scenic Trail,2021/09/16 00:00:00+00,CT,NE,2766084,National Scenic Trail,Lands,Appalachian
-8771950.902,4492819.9088,134,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,974594ff-cf51-48e9-b957-785a46952dcf,133,APCO,Appomattox Court House National Historical Park,2010/10/07 00:00:00+00,VA,NE,1462531,National Historical Park,Lands,Appomattox Court House
-8376503.8216,4586117.8229,135,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,3d7aded3-93ec-4a15-8473-b54215cb631f,134,ASIS,Assateague Island National Seashore,2013/12/18 00:00:00+00,MD,NE,589056,National Seashore,Park,Assateague Island
-9016376.1398,4517573.6497,136,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,06469544-7b92-41c3-8a15-4f76abeb95f1,135,BLUE,Bluestone National Scenic River,2013/12/18 00:00:00+00,WV,NE,1877617,National Wild & Scenic River,Lands,Bluestone
-8875593.1538,4455035.1292,137,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,188550b4-4ef6-4aff-90fe-f2547c0f9021,136,BOWA,Booker T. Washington National Monument,2010/06/07 00:00:00+00,VA,NE,1477005,National Monument,Lands,Booker T Washington
-8717898.7955,4720774.0519,138,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,8f4b72c7-ead5-4c70-a6f6-62504f64e64e,137,CEBE,Cedar Creek and Belle Grove National Historical Park,2005/04/07 00:00:00+00,VA,NE,1985663,National Historical Park,Lands,Cedar Creek & Belle Grove
-8518977.9229,4473181.4396,139,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,5f0a497e-987a-4722-978d-1ba73ef5eba8,138,COLO,Colonial National Historical Park,2019/06/30 00:00:00+00,VA,NE,1478412,National Historical Park,Lands,Colonial
-8342330.8061,5026933.0531,140,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,6be56f3c-8fb3-433c-bf1f-8299c187a5c0,140,DEWA,Delaware Water Gap National Recreation Area,2018/05/25 00:00:00+00,NJ,NE,1193711,National Recreation Area,Lands,Delaware Water Gap
-8365658.5579,4860414.6965,141,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,920a52d8-b18d-4e13-a2b5-00766f51a78c,141,EDAL,Edgar Allan Poe National Historic Site,2009/03/17 00:00:00+00,PA,NE,1888911,National Historic Site,Lands,Edgar Allan Poe
-8339599.7094,5033860.3266,142,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,cf7aefda-545e-44c6-9972-303ecbb7b79f,142,DELA,Middle Delaware National Scenic River,2018/10/17 00:00:00+00,NJ,NE,need,National Wild & Scenic River,Lands,Delaware
-8524874.5027,4759507.4012,143,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,23d86499-4d93-4d9c-9591-4a98e6b1241c,143,FOMC,Fort McHenry National Monument and Historic Shrine,2012/01/13 00:00:00+00,MD,NE,595218,National Monument,Lands,Fort McHenry
-9024978.9404,4606647.3579,144,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f1d99768-261c-4eb1-901a-617cfdd40d8c,144,GARI,Gauley River National Recreation Area,2013/12/18 00:00:00+00,WV,NE,1741168,National Recreation Area,Lands,Gauley River
-8525816.8909,4781503.6726,145,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ba548d9a-6499-4020-992d-b589cadd1f32,145,HAMP,Hampton National Historic Site,2016/01/26 00:00:00+00,MD,NE,584846,National Historic Site,Lands,Hampton
-8897036.589,4833711.7284,146,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,83ee187d-3609-486b-8c2c-0fb6b3b5a9b7,146,FRHI,Friendship Hill National Historic Site,2011/04/14 00:00:00+00,PA,NE,1888922,National Historic Site,Lands,Friendship Hill
-8652929.8196,4621103.3447,147,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,65dcc34b-5bda-460b-8e18-55fce17b8d84,147,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,2016/09/30 00:00:00+00,VA,NE,1488838,National Military Park,Lands,Fredericksburg & Spotsylvania
-8562674.2592,4606264.8875,148,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ee5b7d67-335c-4c4c-a775-aa3f694c5b3e,148,GEWA,George Washington Birthplace National Monument,2016/03/28 00:00:00+00,VA,NE,1467038,National Monument,Lands,George Washington Birthplace
-8598087.5252,4836816.6648,149,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,8fba4e51-dcaa-441b-a7bf-031c901f79f6,150,GETT,Gettysburg National Military Park,2021/01/11 00:00:00+00,PA,NE,1175577,National Military Park,Lands,Gettysburg
-8601359.1053,4836403.3357,150,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2a331f95-c45c-47d8-864d-fdf1a8847f09,151,EISE,Eisenhower National Historic Site,2013/07/08 00:00:00+00,PA,NE,1888912,National Historic Site,Lands,Eisenhower
-8434257.9444,4896638.4502,151,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,bc315e9e-ed28-414f-8945-8e396556f51d,152,HOFU,Hopewell Furnace National Historic Site,2011/08/17 00:00:00+00,PA,NE,1193717,National Historic Site,Lands,Hopewell Furnace
-8365595.3465,4858923.8414,152,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,fde5095f-d595-45f9-84de-7ba6fd47fcc8,153,INDE,Independence National Historical Park,2017/11/09 00:00:00+00,PA,NE,1177725,National Historical Park,Lands,Independence
-8365361.6569,4857729.5967,153,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,029e68c6-3713-4494-b602-00f77a146609,154,THKO,Thaddeus Kosciuszko National Memorial,2010/07/07 00:00:00+00,PA,NE,1888966,National Memorial,Lands,Thaddeus Kosciuszko
-8611744.3089,4471113.9669,154,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,1750b842-e409-41d0-a21b-590242c5358f,157,PETE,Petersburg National Battlefield,2011/02/02 00:00:00+00,VA,NE,1498529,National Battlefield,Lands,Petersburg
-9021658.5661,4564881.8455,155,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,e9047e7e-45b6-453a-9b10-64b143547e67,158,NERI,New River Gorge National Park and Preserve,2013/12/18 00:00:00+00,WV,NE,1877618,National Preserve,Lands,New River Gorge
-8620213.7274,4515679.6255,156,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,3c34f73d-e4c9-42bc-893f-9d769b99cc8b,159,MAWA,Maggie L. Walker National Historic Site,2011/11/30 00:00:00+00,VA,NE,1780716,National Historic Site,Lands,Maggie L. Walker
-8602917.7489,4518868.1145,157,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,413eb5fe-56e5-4b05-a041-6a17dbd4d4af,160,RICH,Richmond National Battlefield Park,2021/03/23 00:00:00+00,VA,NE,1473199,National Battlefield Park,Lands,Richmond
-8734453.5137,4646498.8512,158,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,468fcae1-474a-4705-89c3-e94a8d112d8c,161,SHEN,Shenandoah National Park,2013/12/18 00:00:00+00,VA,NE,1488805,National Park,Park,Shenandoah
-8575741.9821,4654411.7085,159,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,55b75496-9509-4d7b-9e89-f912d69ff0ab,162,THST,Thomas Stone National Historic Site,2009/07/28 00:00:00+00,MD,NE,1888967,National Historic Site,Lands,Thomas Stone
-8423720.5517,5072704.9374,160,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,5d7df4f6-37c3-4986-b4b5-c8b5387c3e75,163,STEA,Steamtown National Historic Site,2013/12/18 00:00:00+00,PA,NE,1877509,National Historic Site,Lands,Steamtown
-8350043.4605,5088896.1028,161,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f1be1542-509d-4b80-a3e9-5175d1a737cc,164,UPDE,Upper Delaware Scenic and Recreational River,2015/12/22 00:00:00+00,NY,NE,1888970,National Wild & Scenic River,Lands,Upper Delaware
-8398463.2726,4880557.4849,162,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ed4fdf06-084b-435a-8a38-09f0040357aa,165,VAFO,Valley Forge National Historical Park,2018/05/14 00:00:00+00,PA,NE,1211947,National Historical Park,Lands,Valley Forge
-9028566.257,2997416.9219,163,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f6d62b3c-ea60-4c7e-9d26-5835cde5c1eb,166,BICY,Big Cypress National Preserve,2019/09/26 00:00:00+00,FL,SE,302659,National Preserve,Lands,Big Cypress
-9540613.598,3819923.2972,164,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,390420b7-c28b-45dd-9648-1b763af10bbf,167,TUIN,Tuskegee Institute National Historic Site,2016/01/14 00:00:00+00,AL,SE,158362,National Historic Site,Lands,Tuskegee Institute
-8988801.3082,3347448.4051,165,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,afc4aff5-36c2-470f-a36c-05c2addbb185,168,CANA,Canaveral National Seashore,2008/07/30 00:00:00+00,FL,SE,307730,National Seashore,Lands,Canaveral
-9380531.1177,4025291.2572,166,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,16c9fbe1-8bc8-4223-a081-ca70e4061787,169,CHAT,Chattahoochee River National Recreation Area,2021/03/09 00:00:00+00,GA,SE,1688073,National Recreation Area,Lands,Chattahoochee River
-9365380.2737,3789313.8416,167,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,caf668fc-2bc0-45be-a069-35b8aab6961e,172,ANDE,Andersonville National Historic Site,2014/08/19 00:00:00+00,GA,SE,310534,National Historic Site,Lands,Andersonville
-9426038.6865,4372779.3182,168,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,037c3693-2ca0-424c-917f-003cf36d5407,173,BISO,Big South Fork National River and Recreation Area,2013/12/18 00:00:00+00,KY,SE,1309762,National River,Lands,Big South Fork
-9024749.6399,4360749.0886,169,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,23678be2-7be6-4311-9edd-6ad25eba3e56,174,BLRI,Blue Ridge Parkway,2022/06/14 00:00:00+00,NC,SE,1009494,Parkway,Lands,Blue Ridge Parkway
-9178371.2631,4200337.1146,170,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,7ddf40ca-66d7-480f-a014-14c92a2a3e87,175,CARL,Carl Sandburg Home National Historic Site,2020/09/30 00:00:00+00,NC,SE,1006677,National Historic Site,Lands,Carl Sandburg Home
-8888134.5824,4318712.2537,171,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,4ade8732-575a-4985-b69e-0c2dcb634716,176,GUCO,Guilford Courthouse National Military Park,2020/09/23 00:00:00+00,NC,SE,986193,National Military Park,Lands,Guilford Courthouse
-8428655.4319,4291615.7929,172,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,583583bb-aaa4-4e00-80d3-ebd8032eda73,177,FORA,Fort Raleigh National Historic Site,2020/09/17 00:00:00+00,NC,SE,985324,National Historic Site,Lands,Fort Raleigh
-8423337.4465,4303049.2903,173,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,56133158-91bd-454d-96e6-04a28ceeab45,178,WRBR,Wright Brothers National Memorial,2011/05/23 00:00:00+00,NC,SE,1027483,National Memorial,Lands,Wright Brothers
-8416145.2616,4196129.4659,174,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,d7143380-f557-4976-ad4b-95de9ea0f00a,179,CAHA,Cape Hatteras National Seashore,2013/12/18 00:00:00+00,NC,SE,982628,National Seashore,Lands,Cape Hatteras
-8498985.0138,4140548.9612,175,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,a3f236b1-6bb0-48ca-a253-e53fc82bafa4,180,CALO,Cape Lookout National Seashore,2013/12/18 00:00:00+00,NC,SE,1000889,National Seashore,Lands,Cape Lookout
-9490565.7986,4152915.6546,176,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,c844cefd-a4f5-4c2a-a32e-546573dc26f8,181,CHCH,Chickamauga and Chattanooga National Military Park,2013/12/18 00:00:00+00,GA,SE,330990,National Military Park,Lands,Chickamauga and Chattanooga
-9311345.2375,4386111.4968,177,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ba617bf9-6309-48b6-86b8-78d990b2329e,182,CUGA,Cumberland Gap National Historical Park,2020/09/15 00:00:00+00,KY,SE,490476,National Historical Park,Lands,Cumberland Gap
-8990553.5269,4001183.0277,178,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,67a447c4-f921-4504-a7d7-c97566abc7df,183,CONG,Congaree National Park,2022/06/07 00:00:00+00,SC,SE,2035095,National Park,Lands,Congaree
-8929860.7841,2933547.1299,179,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,4b256df4-197d-42a6-9f84-3c1c8cff93e7,184,BISC,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,Biscayne
-9051660.4576,3490433.242,180,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,d684c7c6-0b28-43e5-9eed-9604760d8908,185,CASA,Castillo de San Marcos National Monument,2005/02/28 00:00:00+00,FL,SE,307911,National Monument,Lands,Castillo de San Marcos
-9043422.5672,3466521.3006,181,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,67959ad5-9069-4233-bf90-aebdc909602f,186,FOMA,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,Fort Matanzas
-9011851.6979,2910492.4314,182,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,0abf3bbc-b4ca-4de6-b512-e836b8255451,187,EVER,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,Everglades
-9225503.7545,2832295.7921,183,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,7ea90053-aea8-49e0-b840-2423f4785e2a,190,DRTO,Dry Tortugas National Park,2007/11/07 00:00:00+00,FL,SE,307632,National Park,Lands,Dry Tortugas
-9199765.5076,3188866.4381,184,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,85c020d4-066b-47d9-baa8-02b21d16089a,191,DESO,De Soto National Memorial,2014/08/07 00:00:00+00,FL,SE,294586,National Memorial,Lands,De Soto
-9072592.5796,3553008.3429,185,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,a1cb2a2e-d13d-42f5-a925-5fc9e3e6c426,192,FOCA,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,Fort Caroline
-9686819.5891,3549313.9287,186,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,734b7a73-34a0-490b-8128-a54555ba71d0,193,GUIS,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,Gulf Islands
-7360499.6458,2092461.2825,187,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,952723d9-93a5-412b-b88c-76653e8fe701,194,SAJU,San Juan National Historic Site,2013/12/18 00:00:00+00,PR,SE,1879024,National Historic Site,Lands,San Juan
-9067206.8514,3564850.581,188,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,d6d49ccb-0437-4235-9860-08fe0362e228,195,TIMU,Timucuan Ecological and Historic Preserve,2013/12/18 00:00:00+00,FL,SE,2733416,National Preserve,Lands,Timucuan
-7206807.8463,2077846.2814,189,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,e4d0cc7c-6844-4a42-8fe3-d3078e52a8b3,196,VIIS,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,Virgin Islands
-7202802.2215,2070314.0719,190,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,3d97a439-6d99-4922-a24c-5305196f25c9,197,VICR,Virgin Islands Coral Reef National Monument,2013/04/04 00:00:00+00,VI,SE,2733450,National Monument,Lands,Virgin Islands Coral Reef
-7193459.308,2015180.4607,191,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,96d62448-21d9-4fa7-a328-3d57f5e43e48,198,BUIS,Buck Island Reef National Monument,2006/03/20 00:00:00+00,VI,SE,1613756,National Monument,Lands,Buck Island Reef
-7206826.349,2006448.9477,192,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,0a8914a0-6d6c-4e99-96c2-4bd1de9416e1,199,CHRI,Christiansted National Historic Site,2014/06/19 00:00:00+00,VI,SE,1993781,National Historic Site,Lands,Christiansted
-7208587.4521,2011836.0953,193,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,bf77c0ec-2f8c-4515-ae48-e1454ab893d5,200,SARI,Salt River Bay National Historical Park and Ecological Preserve,2009/03/05 00:00:00+00,VI,SE,1993989,National Historical Park,Lands,Salt River Bay
-9780572.9896,4367663.2538,194,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f4c325a7-f603-417e-9b3b-dff439ccfd61,201,FODO,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,KY,SE,1284664,National Battlefield,Lands,Fort Donelson
-9060612.9345,3661323.0679,195,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,7da0623a-d5bd-4082-8c1a-d7b8542a61fc,202,FOFR,Fort Frederica National Monument,2007/12/05 00:00:00+00,GA,SE,314290,National Monument,Lands,Fort Frederica
-9010201.115,3767617.581,196,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,d8d6e067-f892-43e4-9dd4-a5006e8db9e6,203,FOPU,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,Fort Pulaski
-8892142.4148,3862613.8844,197,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,c60f50de-b710-4ab5-b1fd-1c4d76510da0,204,FOSU,Fort Sumter and Fort Moultrie National Historical Park,2021/03/31 00:00:00+00,SC,SE,1222505,National Historical Park,Lands,Fort Sumter and Fort Moultrie
-9221490.9616,4322043.9614,198,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,20142771-2427-4cf4-8d16-910774c03c6a,205,ANJO,Andrew Johnson National Historic Site,2007/01/24 00:00:00+00,TN,SE,1304837,National Historic Site,Lands,Andrew Johnson
-9294965.9615,4248754.2691,199,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,e989cbfa-88be-4f54-b821-9e419b8cb1e5,206,GRSM,Great Smoky Mountains National Park,2013/12/18 00:00:00+00,NC,SE,1018241,National Park,Park,Great Smoky Mountains
-9543616.1894,3891914.4847,200,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,9e73aeaf-f831-441c-9325-3ac89d149624,207,HOBE,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,Horseshoe Bend
-9416409.5547,4018605.1828,201,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,b15379fd-4b25-4989-b28f-fdd4b701a38c,208,KEMO,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,Kennesaw Mountain
-9060192.9963,4182592.3567,202,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,caf850ca-69ef-46a1-88db-3166f9bf1262,209,KIMO,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,Kings Mountain
-9106996.383,4181937.3391,203,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ec70e133-d90d-4039-b3e4-e791ad39e34e,210,COWP,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,Cowpens
-9587168.3904,4464785.981,204,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,ff8b3479-4b0e-47c1-89a2-a40d3db8b1fc,212,MACA,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,Mammoth Cave
-9533678.6791,4524768.8096,205,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,4daba552-72b9-4e09-aa53-0f6aa34bcefa,213,ABLI,Abraham Lincoln Birthplace National Historical Park,2007/10/03 00:00:00+00,KY,SE,496556,National Historical Park,Lands,Abraham Lincoln Birthplace
-8695177.6631,4090507.0588,206,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,6323c42b-4427-48bb-9188-30ba8eb95d36,214,MOCR,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,Moores Creek
-9980316.7356,3878156.3946,207,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,09d30a02-aad3-46f6-875c-b522cc423f37,215,NATR,Natchez Trace Parkway,2016/04/12 00:00:00+00,AL,SE,123648,Parkway,Lands,Natchez Trace
-9877256.1191,4096966.3833,208,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,9a4d704d-985e-473d-a3d6-33e5a2e18585,217,BRCR,Brices Cross Roads National Battlefield Site,2005/10/13 00:00:00+00,MS,SE,667556,National Battlefield Site,Lands,Brices Cross Roads
-9878167.8616,4063172.4823,209,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,f0d08703-11a4-4827-a837-bbd3a7cd6a42,218,TUPE,Tupelo National Battlefield,2005/10/13 00:00:00+00,MS,SE,1888969,National Battlefield,Lands,Tupelo
-9833541.3204,4182994.3889,210,2022/09/27 14:58:16+00,NPS_WASO_LANDS,2022/09/27 14:58:16+00,NPS_WASO_LANDS,dd64f925-206e-4da2-b4db-b8904d9d6581,219,SHIL,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,Shiloh
